Data;World;Afghanistan;Albania;Algeria;American Samoa;Angola;Antarctica;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei;Bulgaria;Burkina Faso;Burma;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo-Brazzaville;Congo-Kinshasa;Cook Islands;Costa Rica;Cote d'Ivoire;Croatia;Cuba;Cyprus;Czechia;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Eswatini;Ethiopia;Falkland Islands;Faroe Islands;Fiji;Finland;Former Czechoslovakia;Former Serbia and Montenegro;Former U.S.S.R.;Former Yugoslavia;France;French Guiana;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Germany, East;Germany, West;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Hawaiian Trade Zone;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Lithuania;Luxembourg;Macau;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Martinique;Mauritania;Mauritius;Mexico;Micronesia;Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Namibia;Nauru;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;North Korea;North Macedonia;Northern Mariana Islands;Norway;Oman;Pakistan;Palestinian Territories;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Reunion;Romania;Russia;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent/Grenadines;Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Korea;South Sudan;Spain;Sri Lanka;Sudan;Suriname;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;The Bahamas;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkiye;Turkmenistan;Turks and Caicos Islands;Tuvalu;U.S. Pacific Islands;U.S. Territories;U.S. Virgin Islands;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wake Island;Western Sahara;Yemen;Zambia;Zimbabwe
1997-03-01;72930.535;0.0;8.718;1430.0;0.0;691.0;0.0;0.0;884.0;0.0;0.0;610.073;20.0;179.144;199.413;3.0;1.0;36.231;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;877.396;0.0;169.0;0.8;0.0;8.0;0.0;0.0;0.0;122.0;2525.152;0.0;0.0;0.0;10.58;3239.678;612.818;0.0;226.0;28.0;0.0;0.0;14.0;38.0;26.0;0.0;8.517;227.7;0.0;0.0;0.0;393.0;878.0;0.0;50.0;0.0;7.903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;48.484;0.0;0.0;381.0;0.0;2.8;76.774;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.323;0.0;802.781;1633.372;3517.0;1180.0;0.0;1.0;113.807;0.0;20.0;0.0;511.469;0.0;0.0;0.0;1940.0;1.694;0.0;0.0;0.0;0.0;0.0;1470.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3404.52;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;69.0;0.0;0.0;2305.7;0.0;0.0;0.0;0.0;3178.574;904.097;56.0;0.0;0.0;90.0;0.0;125.0;0.8;7.484;0.0;0.0;637.0;0.0;144.763;6045.842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8997.0;0.0;0.0;0.0;0.0;0.0;1.194;0.0;0.0;0.0;187.032;6.452;0.0;7.0;0.0;10.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;142.92;0.0;0.0;0.0;0.0;136.0;81.0;0.0;103.5;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3048.721;2800.355;9428.047;0.0;175.0;0.0;3379.035;204.0;0.0;0.0;365.685;0.0;0.0
1997-04-01;73724.478;0.0;6.999;1425.0;0.0;699.0;0.0;0.0;899.0;0.0;0.0;625.701;20.0;181.042;199.413;3.0;1.0;36.231;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;869.993;0.0;169.0;0.8;0.0;8.0;0.0;0.0;0.0;122.0;2425.473;0.0;0.0;0.0;10.133;3260.216;634.857;0.0;226.0;28.0;0.0;0.0;14.0;38.0;26.0;0.0;11.167;223.107;0.0;0.0;0.0;399.0;878.0;0.0;54.0;0.0;7.467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;48.9;0.0;0.0;381.0;0.0;2.8;73.267;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.667;0.0;797.83;1633.372;3824.0;1285.0;0.0;1.0;129.1;0.0;18.0;0.0;528.584;0.0;0.0;0.0;1930.0;1.694;0.0;0.0;0.0;0.0;0.0;1480.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3382.789;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0;73.0;0.0;0.0;2363.0;0.0;0.0;0.0;0.0;3475.323;898.549;56.0;0.0;0.0;85.0;0.0;125.0;0.8;7.5;0.0;0.0;662.0;0.0;142.707;6117.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8947.0;0.0;0.0;0.0;0.0;0.0;1.233;0.0;0.0;0.0;187.032;1.0;0.0;7.0;0.0;10.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;142.37;0.0;0.0;0.0;0.0;136.0;81.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3052.163;2759.918;9416.294;0.0;175.0;0.0;3418.035;204.0;0.0;0.0;370.685;0.0;0.0
1997-05-01;73006.11;0.0;6.999;1430.0;0.0;701.0;0.0;0.0;903.0;0.0;0.0;660.583;14.0;181.428;199.413;3.0;1.0;36.231;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;887.609;0.0;170.0;0.8;0.0;8.0;0.0;0.0;0.0;117.0;2375.718;0.0;0.0;0.0;9.806;3219.939;634.945;0.0;226.0;28.0;0.0;0.0;14.0;38.0;26.0;0.0;6.484;236.021;0.0;0.0;0.0;407.32;878.0;0.0;52.0;0.0;7.452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;48.516;0.0;0.0;376.0;0.0;2.8;66.516;0.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.452;0.0;792.447;1633.372;3555.0;1330.0;0.0;1.0;104.968;0.0;18.0;0.0;542.683;0.0;0.0;0.0;1890.0;1.694;0.0;0.0;0.0;0.0;0.0;1487.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3425.243;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;71.0;0.0;0.0;2379.3;0.0;0.0;0.0;0.0;3351.422;896.0;56.0;0.0;0.0;80.0;0.0;124.0;0.8;7.484;0.0;0.0;687.0;0.0;142.707;6119.438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9032.0;0.0;0.0;0.0;0.0;0.0;1.194;0.0;0.0;0.0;197.232;0.968;0.0;7.0;0.0;10.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;141.92;0.0;0.0;0.0;0.0;134.0;81.0;0.0;113.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;2828.776;2429.262;9496.261;0.0;175.0;0.0;3448.035;202.0;0.0;0.0;370.685;0.0;0.0
1997-06-01;72286.96;0.0;6.999;1420.0;0.0;701.0;0.0;0.0;874.0;0.0;0.0;642.864;20.0;181.383;199.413;3.0;1.0;36.231;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;879.598;0.0;170.0;0.8;0.0;8.0;0.0;0.0;0.0;117.0;2521.161;0.0;0.0;0.0;10.133;3244.667;621.678;0.0;226.0;28.0;0.0;0.0;14.0;38.0;26.0;0.0;11.633;229.288;0.0;0.0;0.0;373.0;878.0;0.0;53.0;0.0;6.767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;47.067;0.0;0.0;376.0;0.0;2.8;77.967;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.5;0.0;777.963;1633.372;3695.0;565.0;0.0;1.0;110.633;0.0;18.0;0.0;532.782;0.0;0.0;0.0;1925.0;1.694;0.0;0.0;0.0;0.0;0.0;1492.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3445.258;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;71.0;0.0;0.0;2395.0;0.0;0.0;0.0;0.0;3119.371;888.0;56.0;0.0;0.0;75.0;0.0;122.0;0.8;6.767;0.0;0.0;712.0;0.0;142.707;6122.827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8927.0;0.0;0.0;0.0;0.0;0.0;1.467;0.0;0.0;0.0;207.032;4.433;0.0;7.0;0.0;10.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;141.32;0.0;0.0;0.0;0.0;133.0;81.0;0.0;118.9;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3005.342;2358.716;9464.72;0.0;175.0;0.0;3478.035;199.0;0.0;0.0;370.685;0.0;0.0
1997-07-01;73234.818;0.0;5.917;1430.0;0.0;713.0;0.0;0.0;878.0;0.0;0.0;664.695;20.0;182.629;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;878.754;0.0;170.0;0.8;0.0;8.0;0.0;0.0;0.0;117.0;2634.006;0.0;0.0;0.0;10.58;3212.602;610.91;0.0;226.0;28.0;0.0;0.0;14.0;37.164;26.0;0.0;10.355;225.434;0.0;0.0;0.0;391.0;878.0;0.0;51.0;0.0;6.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;50.323;0.0;0.0;376.0;0.0;2.8;91.065;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.71;0.0;785.477;1633.372;3710.0;565.0;0.0;1.0;108.903;0.0;17.0;0.0;526.848;0.0;0.0;0.0;1945.0;1.694;0.0;0.0;0.0;0.0;0.0;1502.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3472.525;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;56.0;0.0;0.0;76.0;0.0;0.0;2375.0;0.0;0.0;0.0;0.0;3333.076;906.0;56.0;0.0;0.0;74.0;0.0;116.0;0.8;7.258;0.0;0.0;722.0;0.0;140.651;6171.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9047.0;0.0;0.0;0.0;0.0;0.0;1.419;0.0;0.0;0.0;207.032;11.226;0.0;6.0;0.0;0.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;141.22;0.0;0.0;0.0;0.0;134.0;81.0;0.0;118.8;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3023.69;2686.074;9464.392;0.0;175.0;0.0;3484.035;192.0;0.0;0.0;379.685;0.0;0.0
1997-08-01;73952.812;0.0;5.917;1430.0;0.0;717.0;0.0;0.0;900.0;0.0;0.0;726.099;21.0;183.241;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;859.499;0.0;171.0;0.8;0.0;8.0;0.0;0.0;0.0;117.0;2657.887;0.0;0.0;0.0;10.032;3212.602;639.61;0.0;226.0;28.0;0.0;0.0;14.0;37.0;26.0;0.0;7.678;214.088;0.0;0.0;0.0;391.0;878.0;0.0;53.0;0.0;8.129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;48.355;0.0;0.0;376.0;0.0;2.8;75.194;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.516;0.0;794.85;1633.372;3730.0;1471.0;0.0;1.0;108.419;0.0;18.0;0.0;532.383;0.0;0.0;0.0;1925.0;1.694;0.0;0.0;0.0;0.0;0.0;1495.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3520.177;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;66.0;0.0;0.0;2355.0;0.0;0.0;0.0;0.0;3006.279;907.0;56.0;0.0;0.0;72.0;0.0;117.0;0.8;7.258;0.0;0.0;732.0;0.0;140.651;6214.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9122.0;0.0;0.0;0.0;0.0;0.0;1.419;0.0;0.0;0.0;207.032;6.677;0.0;6.0;0.0;0.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;141.82;0.0;0.0;0.0;0.0;134.0;81.0;0.0;122.5;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3005.15;2639.738;9404.386;0.0;175.0;0.0;3506.035;192.0;0.0;0.0;381.685;0.0;0.0
1997-09-01;74187.599;0.0;5.917;1415.0;0.0;723.0;0.0;0.0;901.0;0.0;0.0;698.415;20.0;183.184;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;849.377;0.0;171.0;0.8;0.0;8.0;0.0;0.0;0.0;112.0;2584.752;0.0;0.0;0.0;9.533;3214.518;664.715;0.0;226.0;28.0;0.0;0.0;14.0;35.761;26.0;0.0;9.766;238.755;0.0;0.0;0.0;392.9;878.0;0.0;68.0;0.0;6.767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;50.133;0.0;0.0;371.0;0.0;2.8;65.767;0.0;0.0;7.0;0.0;9.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.767;0.0;785.91;1633.372;3370.0;1694.0;0.0;1.0;124.233;0.0;18.0;0.0;534.814;0.0;0.0;0.0;1970.0;1.694;0.0;0.0;0.0;0.0;0.0;1480.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3545.559;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;62.0;0.0;0.0;2397.0;0.0;0.0;0.0;0.0;3014.971;916.0;56.0;0.0;0.0;72.0;0.0;117.0;0.8;7.266;0.0;0.0;742.0;0.0;140.651;6210.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9202.0;0.0;0.0;0.0;0.0;0.0;1.233;0.0;0.0;0.0;207.032;5.667;0.0;6.0;0.0;0.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;143.12;0.0;0.0;0.0;0.0;134.0;81.0;0.0;128.8;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3018.792;2708.474;9558.824;0.0;175.0;0.0;3528.035;153.0;0.0;0.0;381.685;0.0;0.0
1997-10-01;75337.197;0.0;7.0;1445.0;0.0;724.0;0.0;0.0;909.0;0.0;0.0;704.599;20.0;182.841;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;759.629;0.0;173.0;0.8;0.0;8.0;0.0;0.0;0.0;112.0;2667.525;0.0;0.0;0.0;9.806;3210.708;721.346;0.0;216.0;28.0;0.0;0.0;14.0;37.0;26.0;0.0;11.033;237.5;0.0;0.0;0.0;386.55;878.0;0.0;83.0;0.0;7.226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;47.193;0.0;0.0;371.0;0.0;2.8;81.065;0.0;0.0;7.0;0.0;8.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.807;0.0;790.765;1633.372;3840.0;1585.0;0.0;1.0;91.839;0.0;19.0;0.0;514.401;0.0;0.0;0.0;1960.0;1.694;0.0;0.0;0.0;0.0;0.0;1455.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3528.251;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;59.0;0.0;0.0;2422.0;0.0;0.0;0.0;0.0;3330.315;912.0;56.0;0.0;0.0;72.0;0.0;117.0;0.8;7.484;0.0;0.0;752.0;0.0;138.595;6219.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9347.0;0.0;0.0;0.0;0.0;0.0;1.419;0.0;0.0;0.0;207.032;4.065;0.0;10.0;0.0;0.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;142.52;0.0;0.0;0.0;0.0;134.0;81.0;0.0;131.5;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3031.746;2904.359;9519.152;0.0;175.0;0.0;3554.035;219.0;0.0;0.0;381.685;0.0;0.0
1997-11-01;74972.728;0.0;7.0;1435.0;0.0;734.0;0.0;0.0;907.0;0.0;0.0;651.946;20.0;188.41;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;827.463;0.0;173.0;0.8;0.0;8.0;0.0;0.0;0.0;112.0;2713.441;0.0;0.0;0.0;10.133;3185.927;750.152;0.0;226.0;28.0;0.0;0.0;14.0;36.034;26.0;0.0;9.5;245.894;0.0;0.0;0.0;387.0;878.0;0.0;88.0;0.0;7.933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;43.133;0.0;0.0;371.0;0.0;2.8;75.5;0.0;0.0;7.0;0.0;9.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.667;0.0;794.353;1633.372;3569.0;1350.0;0.0;1.0;96.733;0.0;19.0;0.0;522.811;0.0;0.0;0.0;1990.0;1.694;0.0;0.0;0.0;0.0;0.0;1495.0;0.0;0.0;0.0;0.0;0.0;760.929;0.0;0.0;0.0;0.0;0.0;0.0;3527.708;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;57.0;0.0;0.0;2452.0;0.0;0.0;0.0;0.0;3347.849;915.0;56.0;0.0;0.0;72.0;0.0;112.0;0.8;7.733;0.0;0.0;762.0;0.0;138.595;6207.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9397.0;0.0;0.0;0.0;0.0;0.0;1.467;0.0;0.0;0.0;207.032;10.1;0.0;10.0;0.0;0.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;141.82;0.0;0.0;0.0;0.0;134.0;81.0;0.0;137.8;0.0;0.0;0.0;0.0;0.0;0.0;92.0;2977.657;2861.149;9456.282;0.0;175.0;0.0;3581.035;222.0;0.0;0.0;381.685;0.0;0.0
1997-12-01;74966.431;0.0;7.0;1450.0;0.0;735.0;0.0;0.0;901.0;0.0;0.0;671.315;19.0;185.909;199.413;2.0;1.0;36.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;0.0;940.024;0.0;173.0;0.8;0.0;8.0;0.0;0.0;0.0;112.0;2805.413;0.0;0.0;0.0;9.806;3117.715;706.724;0.0;226.0;28.0;0.0;0.0;14.0;35.182;26.0;0.0;5.807;240.2;0.0;0.0;0.0;385.0;878.0;0.0;88.0;0.0;8.807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.58;0.0;0.0;44.29;0.0;0.0;371.0;0.0;2.8;68.484;0.0;0.0;7.0;0.0;8.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.806;0.0;786.198;1633.372;3717.0;741.0;0.0;1.0;148.645;0.0;20.0;0.0;528.388;0.0;0.0;0.0;2040.0;1.694;0.0;0.0;0.0;0.0;0.0;1515.0;0.0;0.0;0.0;0.0;0.0;759.929;0.0;0.0;0.0;0.0;0.0;0.0;3499.614;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;56.0;0.0;0.0;2412.0;0.0;0.0;0.0;0.0;3351.846;912.0;56.0;0.0;0.0;72.0;0.0;115.0;0.8;7.742;0.0;0.0;772.0;0.0;138.595;6136.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9447.0;0.0;0.0;0.0;0.0;0.0;1.194;0.0;0.0;0.0;207.032;3.355;0.0;11.0;0.0;5.0;8.0;0.0;0.0;593.158;1.0;0.52;0.0;142.32;0.0;0.0;0.0;0.0;134.0;81.0;0.0;107.9;0.0;0.0;0.0;0.0;0.0;0.0;92.0;3012.522;2999.404;9570.108;0.0;175.0;0.0;3608.035;227.0;0.0;0.0;376.685;0.0;0.0
1998-01-01;75584.052;0.0;7.559;1465.0;0.0;721.0;0.0;0.0;897.0;0.0;0.0;626.434;19.0;194.772;200.633;2.0;1.0;37.0;0.0;0.0;1.0;0.0;0.0;47.0;0.0;0.0;906.728;0.0;165.0;0.8;0.0;8.0;0.0;0.0;0.0;129.0;2669.432;0.0;0.0;0.0;10.419;3265.983;704.0;0.0;259.0;26.0;0.0;0.0;10.0;34.376;30.0;0.0;9.452;248.15;0.0;0.0;0.0;393.045;857.0;0.0;79.0;0.0;3.161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.26;0.0;0.0;43.258;0.0;0.0;361.5;0.0;2.38;77.936;0.0;0.0;7.0;0.0;8.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.548;0.0;789.486;1598.845;3668.0;1205.0;0.0;1.0;107.226;0.0;20.0;0.0;566.035;0.0;0.0;0.0;2065.0;2.3;0.0;0.0;0.0;0.0;0.0;1460.0;0.0;0.0;0.0;0.0;0.0;767.035;0.0;0.0;0.0;0.0;0.0;0.0;3530.129;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0;43.0;0.0;0.0;2313.0;0.0;0.0;0.0;0.0;3425.676;914.0;55.0;0.0;0.0;60.0;0.0;119.0;0.8;7.29;0.0;0.0;782.0;0.0;135.538;6093.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9587.0;0.0;0.0;0.0;0.0;0.0;1.194;0.0;0.0;0.0;197.927;8.839;0.0;11.0;0.0;10.0;9.0;0.0;0.0;593.518;1.0;0.5;0.0;147.7;0.0;0.0;0.0;0.0;130.475;85.0;0.0;136.5;0.0;0.0;0.0;0.0;0.0;0.0;87.0;3200.0;2898.678;9631.526;0.0;192.0;0.0;3624.79;232.0;0.0;0.0;383.219;0.0;0.0
1998-02-01;76190.747;0.0;7.559;1470.0;0.0;721.0;0.0;0.0;900.0;0.0;0.0;648.342;20.0;197.014;200.633;2.0;1.0;37.0;0.0;0.0;1.0;0.0;0.0;47.0;0.0;0.0;938.798;0.0;165.0;0.8;0.0;8.0;0.0;0.0;0.0;129.0;2781.551;0.0;0.0;0.0;10.608;3182.149;699.0;0.0;259.0;26.0;0.0;0.0;10.0;33.733;30.0;0.0;8.965;242.855;0.0;0.0;0.0;378.0;857.0;0.0;79.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.26;0.0;0.0;43.464;0.0;0.0;361.5;0.0;2.38;75.714;0.0;0.0;7.0;0.0;8.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.5;0.0;797.171;1598.845;3670.0;1736.0;0.0;1.0;93.286;0.0;21.0;0.0;561.994;0.0;0.0;0.0;2055.0;2.3;0.0;0.0;0.0;0.0;0.0;1590.0;0.0;0.0;0.0;0.0;0.0;767.035;0.0;0.0;0.0;0.0;0.0;0.0;3586.021;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;41.0;0.0;0.0;2312.0;0.0;0.0;0.0;0.0;3361.201;923.0;55.0;0.0;0.0;60.0;0.0;121.0;0.8;3.607;0.0;0.0;787.0;0.0;135.538;6130.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9522.0;0.0;0.0;0.0;0.0;0.0;1.036;0.0;0.0;0.0;197.927;4.5;0.0;14.0;0.0;10.0;9.0;0.0;0.0;593.518;1.0;0.5;0.0;145.134;0.0;0.0;0.0;0.0;132.339;85.0;0.0;140.5;0.0;0.0;0.0;0.0;0.0;0.0;87.0;3188.0;2881.006;9550.755;0.0;193.0;0.0;3646.79;237.0;0.0;0.0;383.219;0.0;0.0
1998-03-01;76056.049;0.0;7.559;1465.0;0.0;721.0;0.0;0.0;901.0;0.0;0.0;638.085;20.0;206.263;200.633;2.0;1.0;37.0;0.0;0.0;1.0;0.0;0.0;47.0;0.0;0.0;951.833;0.0;165.0;0.8;0.0;8.0;0.0;0.0;0.0;129.0;2736.774;0.0;0.0;0.0;10.161;3201.413;714.0;0.0;259.0;26.0;0.0;0.0;10.0;34.066;30.0;0.0;7.678;240.2;0.0;0.0;0.0;383.0;857.0;0.0;79.0;0.0;4.742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.26;0.0;0.0;41.323;0.0;0.0;361.5;0.0;2.38;77.742;0.0;0.0;7.0;0.0;8.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.387;0.0;795.936;1598.845;3633.0;1868.0;0.0;1.0;101.613;0.0;19.0;0.0;553.653;0.0;0.0;0.0;2045.0;2.3;0.0;0.0;0.0;0.0;0.0;1575.0;0.0;0.0;0.0;0.0;0.0;767.035;0.0;0.0;0.0;0.0;0.0;0.0;3605.411;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;56.0;0.0;0.0;54.0;0.0;0.0;2414.0;0.0;0.0;0.0;0.0;3250.699;934.0;55.0;0.0;0.0;60.0;0.0;112.0;0.8;9.645;0.0;0.0;802.0;0.0;135.538;6093.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9432.0;0.0;0.0;0.0;0.0;0.0;1.194;0.0;0.0;0.0;197.927;7.645;0.0;12.0;0.0;10.0;9.0;0.0;0.0;593.518;1.0;0.5;0.0;150.623;0.0;0.0;0.0;0.0;132.104;85.0;0.0;141.5;0.0;0.0;0.0;0.0;0.0;0.0;87.0;3184.0;2887.244;9444.711;0.0;188.0;0.0;3655.79;237.0;0.0;0.0;381.719;0.0;0.0
